Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),Id,DEFCON_Level
8,1,0.14,2,17.0,40.0,0.31791483113068103,329.66,0,818400.0,1402,3
11,0,0.57,2,6.0,15.0,0.530837004405281,337.08,1,1012000.0,9685,3
8,1,0.2,2,34.0,62.0,0.45154185022026794,359.34,1,959200.0,12165,3
9,0,0.39,2,21.0,37.0,0.438325991189418,361.46,1,1056000.0,10544,3
6,1,0.1,3,18.0,30.0,0.38252569750366205,369.94,1,1117600.0,1515,3
7,1,0.0,2,34.0,54.0,0.355359765051396,373.12,1,985600.0,7804,3
9,1,0.04,2,24.0,43.0,0.450073421439055,332.84,0,844800.0,7566,2
8,1,0.19,2,36.0,85.0,0.36123348017620205,339.2,1,862400.0,10109,2
8,1,0.26,2,17.0,119.0,0.464757709251094,345.56,1,844800.0,10811,2
10,0,0.24,3,13.0,44.0,0.596916299559467,334.96,1,932800.0,4584,2
8,0,0.42,2,18.0,43.0,0.552863436123348,356.16,1,915200.0,5233,2
7,1,0.1,1,12.0,28.0,0.39574155653450505,356.16,1,836000.0,5260,2
8,0,0.42,2,23.0,68.0,0.488252569750367,346.62,1,844800.0,2244,2
7,1,0.07,3,11.0,19.0,0.398678414096916,367.82,1,950400.0,2858,3
8,0,0.31,2,8.0,44.0,0.434654919236408,341.32,1,844800.0,6859,2
6,0,0.47,2,40.5,100.0,0.419236417033762,352.98,1,924000.0,7324,3
9,0,0.49,2,23.0,57.0,0.501468428781202,330.72,1,809600.0,8642,3
10,0,0.58,3,5.0,10.0,0.523494860499261,333.9,1,844800.0,11434,2
12,0,0.44,2,19.0,42.0,0.7070484581497809,328.6,1,959200.0,6449,3
7,1,0.1,1,13.0,38.0,0.456681350954476,354.04,1,818400.0,10318,2
7,0,0.31,2,34.0,70.0,0.567547723935388,381.6,1,915200.0,7227,3
9,0,0.44,2,6.0,9.0,0.340675477239348,350.86,1,1029600.0,11728,3
8,0,0.44,3,12.0,43.0,0.476505139500731,355.1,1,1038400.0,8276,4
9,0,0.47,5,12.0,67.0,0.6629955947136539,333.9,1,888800.0,11385,2
12,0,0.63,1,10.0,42.0,0.582232011747428,337.08,1,880000.0,5287,4
9,0,0.42,2,12.0,21.0,0.502936857562407,355.1,1,915200.0,147,4
6,1,0.0,2,3.0,13.0,0.272393538913349,380.54,1,1047200.0,2799,4
12,0,0.48,2,5.0,18.0,0.709985315712184,343.44,1,862400.0,11863,3
8,0,0.37,2,23.0,35.0,0.354625550660789,346.62,1,1091200.0,9217,4
8,0,0.32,2,32.0,84.0,0.494126284875182,346.62,1,836000.0,8648,2
8,1,0.26,2,23.0,143.0,0.444199706314248,345.56,0,871200.0,4437,2
11,1,0.43,2,5.0,19.0,0.6409691629955949,322.24,1,818400.0,1674,2
10,0,0.4,2,13.0,28.0,0.368575624082221,305.28,2,1100000.0,613,4
7,1,0.03,2,7.0,15.0,0.360499265785603,354.04,1,888800.0,8878,3
9,0,0.49,2,21.0,65.0,0.452276064610859,359.34,1,1047200.0,12268,4
6,1,0.0,2,17.0,46.0,0.273127753303956,376.3,1,994400.0,7365,1
7,1,0.15,2,6.0,24.0,0.5088105726872211,367.82,1,818400.0,12321,3
10,1,0.39,2,26.0,91.0,0.7070484581497809,371.0,1,809600.0,8331,2
9,1,0.11,2,20.0,42.0,0.559471365638761,357.22,1,932800.0,2836,2
8,1,0.21,2,21.0,68.0,0.464757709251094,333.9,1,871200.0,3362,2
7,1,0.01,2,40.0,59.0,0.406020558002936,374.18,0,1003200.0,7044,3
7,0,0.11,2,16.0,61.0,0.251835535976503,330.72,0,1117600.0,319,3
10,0,0.45,2,6.0,12.0,0.5264317180616721,343.44,1,888800.0,487,5
7,1,0.02,2,26.0,85.0,0.523494860499261,351.92,1,792000.0,3162,2
8,1,0.13,2,11.0,39.0,0.5602055800293679,374.18,1,862400.0,11917,2
6,1,0.0,2,7.0,19.0,0.250367107195289,373.12,1,1108800.0,350,4
10,1,0.1,2,16.0,40.0,0.8024963289280391,332.84,1,888800.0,4323,3
8,0,0.12,3,6.0,21.0,0.545521292217329,358.28,0,844800.0,5393,3
9,0,0.38,2,19.0,133.0,0.567547723935388,343.44,1,827200.0,1065,2
7,0,0.36,2,16.0,43.0,0.361967694566808,371.0,1,950400.0,1698,4
7,1,0.03,2,27.0,43.0,0.378120411160062,354.04,1,959200.0,10438,3
12,0,0.54,3,7.0,20.0,0.729074889867841,330.72,1,959200.0,19,3
7,1,0.03,2,10.0,44.0,0.464757709251094,350.86,1,888800.0,10873,2
5,0,0.27,2,14.0,24.0,0.284875183553592,371.0,1,968000.0,1324,3
9,0,0.64,2,24.0,65.0,0.6042584434654871,375.24,1,800800.0,7439,2
8,1,0.2,2,15.0,60.0,0.442731277533035,348.74,1,862400.0,625,2
7,1,0.12,2,5.0,13.0,0.450073421439055,368.88,1,836000.0,9555,2
9,0,0.57,2,27.0,65.0,0.458883994126288,352.98,1,976800.0,1389,3
6,1,0.0,2,15.0,23.0,0.209251101321581,376.3,1,1135200.0,9028,3
8,0,0.53,2,9.0,22.0,0.392804698972102,321.18,1,1003200.0,9796,2
12,0,0.63,3,12.0,29.0,0.74375917767988,330.72,1,915200.0,3471,2
8,1,0.32,3,7.0,23.0,0.344346549192366,345.56,0,994400.0,7883,4
9,1,0.29,2,11.0,49.0,0.502936857562407,345.56,1,844800.0,2450,2
16,1,0.63,3,10.0,49.0,0.626284875183555,320.12,1,1012000.0,2300,4
11,1,0.37,2,11.0,35.0,0.6629955947136539,336.02,1,809600.0,4857,1
7,1,0.09,2,7.0,23.0,0.444199706314248,352.98,1,809600.0,2180,3
8,1,0.03,2,14.0,56.0,0.5418502202643111,354.04,1,818400.0,12208,2
7,1,0.0,2,12.0,39.0,0.49045521292217203,366.76,1,800800.0,3939,2
7,0,0.31,2,43.0,133.0,0.5748898678414079,373.12,1,976800.0,12074,2
10,0,0.34,2,17.0,38.0,0.428046989720995,324.36,1,959200.0,8387,3
7,1,0.01,2,11.0,31.0,0.417033773861965,354.04,1,906400.0,298,2
7,1,0.0,2,11.0,18.0,0.259177679882523,349.8,0,1064800.0,8040,3
9,1,0.14,2,25.0,89.0,0.523494860499261,354.04,1,792000.0,10608,2
8,1,0.0,2,6.0,14.0,0.430249632892799,341.32,1,836000.0,10904,3
9,0,0.49,2,21.0,149.0,0.516152716593241,332.84,1,809600.0,9222,2
8,1,0.21,2,32.0,96.0,0.40969162995594605,358.28,0,853600.0,2208,2
11,0,0.68,4,6.0,22.0,0.5418502202643111,350.86,1,1056000.0,4580,3
8,0,0.41,2,8.0,32.0,0.538179148311301,350.86,1,932800.0,3140,2
12,0,0.47,3,27.0,46.0,0.7584434654919201,334.96,1,853600.0,7271,3
10,0,0.38,3,26.0,55.0,0.580763582966222,340.26,1,897600.0,1746,3
8,1,0.23,2,17.0,94.0,0.464757709251094,332.84,1,836000.0,1778,2
8,1,0.02,2,9.0,18.0,0.411894273127742,356.16,1,880000.0,120,3
13,0,0.54,2,28.0,66.0,0.7070484581497809,336.02,1,941600.0,3142,3
10,1,0.45,2,11.0,30.0,0.515418502202634,342.38,1,924000.0,4605,3
11,0,0.42,2,14.0,19.0,0.5088105726872211,324.36,1,1038400.0,3220,4
8,0,0.2,8,37.5,82.0,0.599853157121879,365.7,1,844800.0,701,3
12,0,0.52,3,31.0,68.0,0.7511013215859,334.96,1,827200.0,6576,2
9,1,0.25,2,9.0,30.0,0.516152716593241,346.62,1,871200.0,4067,3
8,0,0.36,2,35.0,75.0,0.5132158590308379,352.98,1,792000.0,6887,2
7,1,0.08,2,14.0,65.0,0.42070484581497497,347.68,1,836000.0,5556,3
10,0,0.47,2,13.0,33.0,0.6042584434654871,333.9,1,836000.0,5228,2
10,1,0.45,2,6.0,13.0,0.424375917767985,338.14,1,836000.0,1331,3
7,0,0.07,2,40.0,89.0,0.464757709251094,339.2,1,809600.0,1837,2
9,0,0.31,3,13.0,39.0,0.611600587371507,337.08,1,880000.0,2632,3
10,1,0.33,2,31.0,73.0,0.516152716593241,333.9,1,871200.0,8000,2
10,0,0.46,2,6.0,12.0,0.482378854625545,330.72,1,888800.0,8280,3
9,0,0.49,3,21.0,125.0,0.611600587371507,354.04,1,924000.0,1241,3
8,1,0.09,3,4.0,13.0,0.495594713656387,339.2,0,994400.0,386,3
6,1,0.15,5,50.0,73.0,0.397944199706309,364.64,1,959200.0,1749,3
10,0,0.31,2,15.0,47.0,0.665932452276057,341.32,1,809600.0,2841,2
11,0,0.48,2,5.0,21.0,0.626284875183555,322.24,1,800800.0,6878,3
7,1,0.0,2,3.0,12.0,0.461820851688691,352.98,1,880000.0,4586,1
7,1,0.09,6,6.0,29.0,0.48604992657855495,365.7,1,1012000.0,8141,1
10,0,0.37,3,31.0,67.0,0.552863436123348,341.32,1,888800.0,1680,2
8,1,0.61,2,27.0,81.0,0.450073421439055,326.48,1,818400.0,5130,2
12,0,0.49,5,19.0,64.0,0.567547723935388,309.52,1,888800.0,8375,3
10,0,0.49,2,6.0,10.0,0.254772393538906,352.98,1,1126400.0,10526,3
8,1,0.22,2,25.0,94.0,0.463289280469889,333.9,1,818400.0,6631,3
10,0,0.58,4,11.0,35.0,0.5418502202643111,328.6,1,994400.0,3221,4
6,1,0.06,2,38.0,48.0,0.353891336270182,361.46,0,888800.0,6127,2
7,1,0.09,6,11.0,17.0,0.240088105726866,363.58,0,1082400.0,11210,4
7,1,0.08,2,8.0,29.0,0.523494860499261,356.16,0,871200.0,3316,2
8,1,0.2,2,15.0,60.0,0.464757709251094,331.78,1,827200.0,11873,2
9,0,0.35,2,23.0,39.0,0.508076358296614,364.64,1,985600.0,4204,4
12,0,0.49,3,10.0,24.0,0.7511013215859,345.56,1,853600.0,1851,2
7,1,0.01,2,9.0,22.0,0.406020558002936,376.3,1,1012000.0,1281,4
16,0,0.49,3,7.0,24.0,0.6703377386196739,337.08,1,1003200.0,6455,4
13,0,0.62,2,6.0,16.0,0.685022026431714,334.96,1,915200.0,5823,2
9,0,0.24,2,19.0,136.0,0.599118942731272,357.22,1,827200.0,8420,2
9,0,0.46,5,15.0,47.0,0.626284875183555,337.08,0,836000.0,1790,2
7,0,0.08,3,13.0,26.0,0.37518355359764294,349.8,1,880000.0,9268,2
12,0,0.49,3,19.0,65.0,0.77312775330396,330.72,1,836000.0,1154,2
8,1,0.36,2,16.0,70.0,0.494126284875182,349.8,1,827200.0,7757,2
8,1,0.26,2,31.0,133.0,0.410425844346544,342.38,1,871200.0,11761,2
8,1,0.05,2,8.0,12.0,0.45741556534507394,360.4,0,1020800.0,6781,2
7,1,0.26,7,40.0,134.0,0.6776798825256939,366.76,1,827200.0,7937,2
8,0,0.34,2,15.0,58.0,0.5205580029368579,379.48,1,932800.0,6228,3
8,1,0.04,2,15.0,27.0,0.45521292217327797,352.98,1,959200.0,10787,3
9,0,0.36,2,30.0,47.0,0.34581497797355504,337.08,1,1038400.0,6820,3
7,1,0.17,2,6.0,48.0,0.36930983847282794,352.98,1,985600.0,2383,2
9,1,0.38,2,8.0,60.0,0.6556534508076421,357.22,1,888800.0,2617,1
8,1,0.34,2,24.0,122.0,0.475770925110132,340.26,1,818400.0,6960,2
10,1,0.26,2,8.0,31.0,0.515418502202634,329.66,1,836000.0,8664,2
8,1,0.16,2,21.0,38.0,0.31791483113068103,341.32,1,994400.0,4377,3
7,1,0.0,2,22.0,39.0,0.523494860499261,362.52,1,818400.0,6749,2
6,1,0.0,2,15.0,23.0,0.209251101321581,358.28,0,1100000.0,10584,2
7,1,0.19,5,51.0,98.0,0.45080763582966105,351.92,1,915200.0,1785,2
8,0,0.68,8,37.5,76.0,0.570484581497791,319.06,1,1056000.0,880,4
7,0,0.28,2,20.0,53.0,0.5895741556534481,376.3,1,862400.0,12009,2
8,1,0.11,3,18.0,40.0,0.567547723935388,350.86,1,836000.0,6555,2
11,0,0.43,3,16.0,41.0,0.626284875183555,330.72,1,932800.0,4066,2
5,0,0.02,1,17.0,46.0,0.110132158590306,397.5,1,1196800.0,8636,3
9,0,0.49,2,8.0,20.0,0.5616740088105739,346.62,1,827200.0,5468,2
12,0,0.49,3,6.0,14.0,0.620411160058741,325.42,1,950400.0,1622,3
9,1,0.09,2,12.0,48.0,0.552863436123348,345.56,1,836000.0,3396,2
13,0,0.72,3,17.0,43.0,0.684287812041115,318.0,1,950400.0,7457,2
8,1,0.19,2,15.0,105.0,0.444933920704839,351.92,1,836000.0,1963,2
7,1,0.0,2,4.0,11.0,0.461820851688691,345.56,1,915200.0,5597,2
6,1,0.12,2,12.0,28.0,0.45814977973568105,381.6,1,915200.0,3045,3
7,0,0.15,2,8.0,35.0,0.442731277533035,359.34,0,809600.0,2105,3
9,0,0.41,6,12.0,52.0,0.524963289280475,350.86,1,1064800.0,5310,4
8,1,0.03,4,17.0,45.0,0.685022026431714,372.06,1,862400.0,9504,2
8,1,0.09,2,28.0,53.0,0.545521292217329,350.86,1,836000.0,10797,3
8,1,0.21,2,4.0,11.0,0.494126284875182,339.2,1,853600.0,7673,2
7,1,0.0,2,15.0,21.0,0.435389133627015,354.04,1,862400.0,7095,2
10,0,0.53,2,6.0,26.0,0.567547723935388,323.3,1,915200.0,9511,2
8,1,0.06,2,14.0,113.0,0.361967694566808,306.34,0,818400.0,10121,2
8,0,0.51,2,9.0,21.0,0.398678414096916,324.36,1,906400.0,6993,3
9,0,0.65,8,48.0,76.0,0.656387665198241,347.68,1,809600.0,4629,2
9,0,0.33,2,52.0,68.0,0.571953010279005,367.82,1,976800.0,5759,3
7,1,0.0,2,21.0,28.0,0.556534508076358,381.6,1,950400.0,1614,3
9,0,0.31,3,24.0,50.0,0.524963289280475,339.2,1,932800.0,11050,2
8,1,0.2,1,17.0,108.0,0.450073421439055,349.8,1,871200.0,3031,2
7,1,0.03,2,27.0,92.0,0.435389133627015,352.98,1,809600.0,2797,2
7,1,0.0,2,21.0,28.0,0.406020558002936,362.52,1,924000.0,11713,2
12,0,0.54,3,35.0,98.0,0.699706314243761,351.92,1,950400.0,3104,3
8,0,0.42,2,18.0,32.0,0.34140969162995505,354.04,1,1064800.0,8640,3
8,1,0.22,2,33.0,141.0,0.464757709251094,340.26,0,871200.0,1328,2
8,0,0.49,2,23.0,121.0,0.488252569750367,344.5,1,809600.0,960,2
6,1,0.04,2,5.0,10.0,0.113803230543315,380.54,1,1135200.0,3328,2
8,1,0.18,7,55.0,95.0,0.5895741556534481,345.56,0,827200.0,5168,2
12,0,0.49,4,27.0,55.0,0.567547723935388,309.52,1,844800.0,6741,2
10,0,0.47,2,9.0,28.0,0.596916299559467,339.2,1,853600.0,12469,3
8,1,0.06,2,5.0,19.0,0.450073421439055,345.56,1,897600.0,9045,3
7,1,0.08,2,14.0,48.0,0.385462555066082,352.98,1,976800.0,7297,2
6,1,0.0,2,26.0,44.0,0.315712187958885,372.06,0,1020800.0,3788,3
7,0,0.2,2,3.0,7.0,0.582232011747428,363.58,1,809600.0,8032,3
7,0,0.0,2,7.0,23.0,0.428046989720995,355.1,1,853600.0,3999,2
8,1,0.26,4,19.0,68.0,0.611600587371507,365.7,1,827200.0,8581,2
14,0,0.67,4,15.0,40.0,0.831864904552135,309.52,1,880000.0,12108,2
10,0,0.63,4,5.0,13.0,0.552863436123348,323.3,1,1056000.0,8800,4
8,1,0.31,2,9.0,50.0,0.450073421439055,343.44,1,897600.0,4802,3
6,0,0.1,2,4.0,20.0,0.39133627019088796,373.12,1,875600.0,8548,3
9,1,0.09,2,10.0,108.0,0.567547723935388,348.74,1,853600.0,7982,2
7,0,0.27,2,5.0,12.0,0.442731277533035,358.28,1,827200.0,747,3
9,1,0.38,1,5.0,19.0,0.494126284875182,342.38,1,818400.0,6626,1
11,0,0.6,2,5.0,18.0,0.582232011747428,337.08,1,800800.0,585,2
5,1,0.04,1,19.0,42.0,0.128487518355355,397.5,1,1029600.0,7041,4
6,1,0.01,2,26.0,52.0,0.257709251101309,365.7,1,1020800.0,12197,3
6,1,0.0,2,6.0,12.0,0.347283406754769,380.54,0,1029600.0,5375,2
5,0,0.02,2,26.0,88.0,0.110132158590306,375.24,1,1029600.0,8112,4
7,1,0.04,2,24.0,92.0,0.430249632892799,352.98,0,809600.0,1485,2
9,1,0.29,2,7.0,31.0,0.599853157121879,358.28,1,897600.0,5307,2
6,1,0.11,2,13.0,26.0,0.21953010279001198,378.42,1,1003200.0,8335,1
8,1,0.0,3,25.0,44.0,0.464757709251094,356.16,0,924000.0,5989,2
7,0,0.08,2,3.0,15.0,0.435389133627015,359.34,0,906400.0,3597,2
12,0,0.52,3,33.0,67.0,0.7511013215859,339.2,1,827200.0,1881,2
8,1,0.24,2,16.0,74.0,0.555800293685751,333.9,1,827200.0,8051,2
7,0,0.32,9,28.0,102.0,0.567547723935388,357.22,1,924000.0,9594,3
9,0,0.64,3,29.0,104.0,0.6813509544787041,347.68,1,836000.0,8380,2
7,1,0.21,2,8.0,22.0,0.488252569750367,361.46,1,792000.0,2704,3
8,0,0.34,2,16.0,49.0,0.483847283406751,361.46,1,932800.0,5301,4
8,1,0.28,2,11.0,86.0,0.442731277533035,338.14,1,836000.0,12320,2
7,1,0.0,2,12.0,40.0,0.74375917767988,389.02,1,924000.0,10116,4
9,1,0.24,3,28.0,65.0,0.6409691629955949,328.6,1,871200.0,5913,2
8,1,0.03,4,32.0,71.0,0.485315712187948,333.9,1,818400.0,6046,2
8,1,0.0,2,3.0,10.0,0.344346549192366,354.04,1,950400.0,6493,3
12,1,0.5,3,4.0,17.0,0.620411160058741,325.42,1,950400.0,5470,3
8,1,0.14,2,10.0,44.0,0.41776798825257205,349.8,1,871200.0,10201,3
11,0,0.47,3,17.0,35.0,0.77312775330396,331.78,1,915200.0,833,2
8,0,0.26,2,1.0,23.0,0.39647577092511105,347.68,1,897600.0,8477,2
8,0,0.53,2,6.0,19.0,0.552863436123348,345.56,1,827200.0,4369,2
7,1,0.07,1,16.0,49.0,0.45741556534507394,350.86,1,818400.0,11746,2
8,0,0.48,2,26.0,48.0,0.38252569750366205,354.04,1,968000.0,5756,3
7,1,0.03,2,27.0,58.0,0.475770925110132,358.28,1,844800.0,11078,2
11,1,0.43,2,25.0,56.0,0.516152716593241,333.9,1,888800.0,5683,3
9,0,0.4,4,10.0,22.0,0.397944199706309,354.04,1,1038400.0,4622,3
7,0,0.36,2,12.0,29.0,0.450073421439055,343.44,1,844800.0,3338,3
7,1,0.0,2,50.0,54.0,0.5748898678414079,371.0,1,818400.0,3915,2
10,1,0.22,2,13.0,48.0,0.596916299559467,329.66,1,897600.0,11097,3
7,0,0.32,2,4.0,8.0,0.302496328928043,342.38,1,1100000.0,5159,4
10,0,0.59,3,5.0,20.0,0.6556534508076421,344.5,1,836000.0,9808,3
7,1,0.06,3,8.0,28.0,0.453010279001466,366.76,1,941600.0,3859,2
8,1,0.22,2,5.0,15.0,0.523494860499261,339.2,1,827200.0,883,2
7,0,0.27,9,28.0,45.0,0.567547723935388,374.18,1,897600.0,845,2
7,1,0.06,3,12.0,85.0,0.518355359765046,380.54,1,818400.0,9201,3
7,0,0.26,9,23.0,128.0,0.530837004405281,359.34,0,827200.0,2535,2
9,0,0.5,3,3.0,10.0,0.594713656387671,346.62,1,941600.0,749,2
7,1,0.09,4,14.0,18.0,0.418502202643171,349.8,1,950400.0,9491,4
8,1,0.25,3,21.0,59.0,0.516152716593241,357.22,1,844800.0,12112,2
8,0,0.29,2,14.0,45.0,0.528634361233485,351.92,1,809600.0,11409,2
9,1,0.49,3,17.0,34.0,0.579295154185025,354.04,1,1100000.0,4703,3
8,1,0.02,3,6.0,10.0,0.596916299559467,341.32,1,836000.0,9680,2
9,0,0.59,2,18.0,43.0,0.501468428781202,356.16,1,915200.0,5522,2
9,0,0.4,4,10.0,24.0,0.397944199706309,342.38,1,1038400.0,3972,3
8,1,0.1,2,5.0,10.0,0.523494860499261,339.2,1,836000.0,6341,2
7,1,0.13,2,15.0,29.0,0.517621145374455,360.4,1,853600.0,8400,3
6,1,0.05,2,12.0,54.0,0.260646108663728,377.36,1,1100000.0,2128,3
8,1,0.14,2,3.0,7.0,0.33113069016151503,347.68,1,985600.0,1384,2
8,0,0.36,2,5.0,16.0,0.34287812041115195,364.64,1,1020800.0,1541,3
8,1,0.2,2,36.0,44.0,0.47283406754772106,349.8,1,844800.0,8668,2
7,0,0.33,2,12.0,29.0,0.461820851688691,343.44,1,862400.0,2882,4
9,1,0.16,3,21.0,59.0,0.598384728340681,347.68,1,932800.0,381,3
7,1,0.02,2,6.0,23.0,0.442731277533035,355.1,1,906400.0,10937,3
9,1,0.09,2,20.0,42.0,0.450073421439055,336.02,0,800800.0,7597,2
7,1,0.17,2,15.0,50.0,0.42070484581497497,360.4,1,888800.0,7119,3
13,1,0.66,2,6.0,25.0,0.685022026431714,328.6,1,906400.0,9625,2
9,0,0.37,2,5.0,13.0,0.6629955947136539,351.92,1,941600.0,5061,4
7,1,0.12,2,5.0,12.0,0.464757709251094,365.7,0,924000.0,9224,3
10,0,0.49,3,5.0,19.0,0.523494860499261,339.2,1,994400.0,4997,3
8,1,0.09,3,5.0,30.0,0.621879588839938,361.46,1,1012000.0,1711,2
7,0,0.46,2,21.0,44.0,0.32085168869309305,348.74,1,1100000.0,7197,4
10,0,0.23,2,16.0,24.0,0.403083700440524,324.36,0,818400.0,10848,2
7,1,0.08,2,42.0,52.0,0.357562408223192,349.8,1,1038400.0,4717,4
8,0,0.68,2,24.0,121.0,0.538179148311301,326.48,1,792000.0,286,2
6,1,0.23,2,11.0,119.0,0.210719530102779,344.5,1,1073600.0,7469,3
8,1,0.0,2,6.0,12.0,0.488252569750367,363.58,0,844800.0,9168,1
8,1,0.28,2,31.0,73.0,0.410425844346544,340.26,1,871200.0,10463,2
11,0,0.47,3,21.0,89.0,0.611600587371507,336.02,1,827200.0,1254,2
12,0,0.55,2,22.0,47.0,0.7878120411159991,334.96,1,836000.0,3467,2
9,1,0.68,6,13.0,65.0,0.6409691629955949,333.9,1,985600.0,922,4
8,0,0.38,2,3.0,14.0,0.167400881057259,341.32,1,1170400.0,5298,4
6,1,0.02,2,18.0,52.0,0.38252569750366205,369.94,0,906400.0,242,2
7,1,0.07,2,11.0,45.0,0.38399412628486795,363.58,1,1038400.0,2687,4
8,1,0.04,2,15.0,57.0,0.5088105726872211,354.04,1,844800.0,2130,1
6,1,0.06,1,29.0,30.0,0.398678414096916,373.12,1,836000.0,1416,2
10,0,0.45,2,6.0,15.0,0.516152716593241,344.5,1,906400.0,5067,2
8,0,0.68,2,16.0,40.0,0.476505139500731,327.54,1,836000.0,5141,2
10,0,0.5,14,6.0,10.0,0.9199706314243721,340.26,1,1012000.0,9151,2
12,0,0.54,2,5.0,21.0,0.709985315712184,343.44,1,994400.0,1445,3
11,0,0.49,3,11.0,24.0,0.5748898678414079,337.08,1,1100000.0,5968,3
8,0,0.35,3,35.0,55.0,0.6409691629955949,354.04,1,924000.0,7752,4
8,0,0.23,2,23.0,122.0,0.516152716593241,339.2,1,841866.666666667,207,2
11,1,0.22,3,37.0,152.0,0.626284875183555,358.28,0,1038400.0,10110,3
8,1,0.08,2,14.0,57.0,0.535242290748898,354.04,1,827200.0,4501,3
6,0,0.16,2,12.0,39.0,0.207782672540376,359.34,1,1135200.0,12217,4
7,1,0.06,1,4.0,8.0,0.435389133627015,372.06,0,915200.0,11781,2
7,1,0.0,2,15.0,33.0,0.491189427312779,364.64,1,836000.0,1818,2
11,1,0.38,2,29.0,52.0,0.5469897209985339,331.78,1,836000.0,11525,3
7,0,0.14,2,10.0,37.0,0.285609397944199,354.04,1,985600.0,926,3
7,1,0.02,2,17.0,31.0,0.464757709251094,367.82,1,1012000.0,1232,3
9,0,0.41,8,48.0,82.0,1.0,349.8,1,924000.0,6252,3
7,0,0.25,2,4.0,45.0,0.251835535976503,352.98,1,1091200.0,6545,2
6,1,0.28,3,31.0,131.0,0.419236417033762,352.98,1,968000.0,8869,3
9,0,0.39,2,12.0,39.0,0.310572687224662,345.56,1,1100000.0,3288,4
7,1,0.26,2,16.0,112.0,0.42511013215859206,344.5,1,897600.0,11313,3
7,1,0.0,2,12.0,22.0,0.461820851688691,368.88,1,968000.0,7488,3
9,0,0.31,3,21.0,111.0,0.6718061674008879,350.86,1,827200.0,8605,2
6,0,0.23,2,21.0,36.0,0.33259911894272903,367.82,1,1100000.0,359,3
7,1,0.17,2,15.0,24.0,0.316446402349476,357.22,1,915200.0,1514,3
8,1,0.0,2,6.0,9.0,0.48678414096916206,356.16,1,862400.0,7647,1
10,0,0.46,2,26.0,42.0,0.435389133627015,332.84,1,959200.0,5241,4
7,0,0.11,3,12.0,30.0,0.37518355359764294,356.16,1,932800.0,3044,2
8,0,0.21,2,10.0,26.0,0.4133627019089551,359.34,1,827200.0,7604,2
6,1,0.0,4,23.0,52.0,0.414831130690161,369.94,0,950400.0,4037,3
7,1,0.01,2,20.0,94.0,0.5418502202643111,376.3,1,853600.0,8992,3
8,1,0.42,2,5.0,17.0,0.33113069016151503,355.1,1,1100000.0,4753,3
7,0,0.08,2,9.0,28.0,0.4419970631424279,362.52,1,880000.0,2482,3
10,0,0.58,2,3.0,8.0,0.466226138032308,322.24,1,1029600.0,10476,3
8,0,0.32,2,17.0,144.0,0.494126284875182,339.2,1,862400.0,1874,2
7,1,0.06,6,5.0,13.0,0.538179148311301,351.92,1,844800.0,10975,3
7,1,0.02,2,24.0,43.0,0.37224669603523103,356.16,0,880000.0,9953,4
8,1,0.27,2,12.0,23.0,0.611600587371507,345.56,1,809600.0,4538,2
9,1,0.16,2,21.0,84.0,0.611600587371507,375.24,1,836000.0,3730,2
10,1,0.27,2,35.0,151.0,0.5748898678414079,333.9,1,809600.0,2564,2
7,1,0.03,2,18.0,106.0,0.406020558002936,354.04,1,862400.0,4178,3
8,1,0.31,2,31.0,73.0,0.42070484581497497,361.46,1,836000.0,6145,1
9,0,0.47,5,3.0,10.0,0.477973568281928,330.72,1,1100000.0,2795,3
6,1,0.0,2,48.0,63.0,0.428046989720995,372.06,1,950400.0,6061,3
12,0,0.66,3,10.0,41.0,0.74375917767988,330.72,1,792000.0,8140,3
6,0,0.25,2,3.0,15.0,0.500734214390595,377.36,1,924000.0,8385,3
8,1,0.11,2,7.0,23.0,0.464757709251094,343.44,1,818400.0,99,2
13,0,0.55,3,5.0,47.0,0.6703377386196739,340.26,1,932800.0,7125,2
8,1,0.23,3,17.0,96.0,0.49779735682819204,340.26,1,827200.0,7699,3
10,1,0.19,3,32.0,67.0,0.7584434654919201,347.68,1,915200.0,2759,3
10,0,0.47,2,17.0,37.0,0.445668135095438,348.74,1,1038400.0,7916,4
8,1,0.27,4,51.0,70.0,0.45080763582966105,345.56,1,827200.0,9287,2
16,1,0.76,4,9.0,17.0,0.96035242290749,309.52,2,1038400.0,9952,3
8,1,0.05,2,12.0,39.0,0.49779735682819204,355.1,0,818400.0,11747,1
14,0,0.79,2,6.0,15.0,0.7070484581497809,315.88,1,809600.0,2867,3
7,1,0.02,2,17.0,42.0,0.398678414096916,376.3,1,950400.0,8214,3
8,1,0.0,3,11.0,31.0,0.538179148311301,351.92,1,800800.0,2121,3
7,1,0.02,2,10.0,34.0,0.5088105726872211,374.18,1,844800.0,9885,3
7,1,0.02,2,26.0,42.0,0.3861967694566721,355.1,1,946000.0,2350,3
7,1,0.0,2,7.0,17.0,0.374449339207052,362.52,1,959200.0,9240,1
7,1,0.01,2,17.0,32.0,0.427312775330388,352.98,0,862400.0,3037,2
8,1,0.2,2,27.0,119.0,0.450073421439055,342.38,1,818400.0,11244,3
